country,year,gdp_growth_rate,inflation_rate
Turkiye,2018,3.0131703931215,16.3324638988928
Turkiye,2019,0.818514526726673,15.1768215720022
Turkiye,2020,1.85987303976462,12.2789574462574
Turkiye,2021,11.4393956926566,19.5964926913324
Turkiye,2022,5.53342787492781,72.3088359891207
Turkiye,2023,5.11116818488702,53.8594087593315
United Kingdom,2000,4.34163417914475,1.18295624210408
United Kingdom,2001,2.57278038614078,1.53234960272418
United Kingdom,2002,1.79566077025204,1.52040245947455
United Kingdom,2003,3.15234653827419,1.37650038542013
United Kingdom,2004,2.45790441131264,1.39039756680422
United Kingdom,2005,2.73266076130363,2.0891364902507
United Kingdom,2006,2.38069402487066,2.4556616643929
United Kingdom,2007,2.62488001971251,2.38656150773327
United Kingdom,2008,-0.248797298132246,3.52140856342539
United Kingdom,2009,-4.6205537195686,1.96173173560109
United Kingdom,2010,2.2333151263108,2.49265472467065
United Kingdom,2011,1.13836234744893,3.8561124468282
United Kingdom,2012,1.50899837441014,2.5732347965453
United Kingdom,2013,1.79992149362663,2.29166666666659
United Kingdom,2014,3.1946373128021,1.45112016293279
United Kingdom,2015,2.22288844908437,0.36804684232536
United Kingdom,2016,1.92171007763831,1.0084173681141
United Kingdom,2017,2.65650489309972,2.55775577557747
United Kingdom,2018,1.40519026609273,2.29283990345938
United Kingdom,2019,1.62447515947532,1.73810460086513
United Kingdom,2020,-10.2969188737567,0.989486703772491
United Kingdom,2021,8.5759509048565,2.51837109614213
United Kingdom,2022,4.83908514714403,7.92204883147902
United Kingdom,2023,0.339966158003463,6.79396706793963
United States,2000,4.07758575804293,3.37685727149929
United States,2001,0.955538346430316,2.82617111885407
United States,2002,1.70044732363073,1.58603162650601
United States,2003,2.795605965883,2.27009497336115
United States,2004,3.84777169205226,2.67723669309172
United States,2005,3.483549937943,3.3927468454955
United States,2006,2.78453963938148,3.22594410070404
United States,2007,2.00385829825838,2.85267248150138
United States,2008,0.113587248258867,3.839100296651
United States,2009,-2.57650023426996,-0.355546266299747
United States,2010,2.6951925838264,1.6400434423899
United States,2011,1.56440685438301,3.156841568622
United States,2012,2.28911338767897,2.06933726526067
United States,2013,2.11783009919849,1.46483265562717
United States,2014,2.52381981441982,1.62222297740817
United States,2015,2.94555045455233,0.118627135552451
United States,2016,1.81945147474293,1.26158320570536
United States,2017,2.45762230322211,2.13011000365961
United States,2018,2.96650506916633,2.44258329692817
United States,2019,2.58382533018855,1.81221007526021
United States,2020,-2.16302913866514,1.23358439630629
United States,2021,6.05505293304576,4.69785886363742
United States,2022,2.51237531983308,8.00279982052121
United States,2023,2.88755600906016,4.11633838374488
